"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Dataset","Celltype","Comparison","Description_title_case","GOPathways"
"49","BP","GO:0002833","positive regulation of response to biotic stimulus","75/2342","339/15618",0.221238938053097,1.47536709415597,3.71655126764571,0.00026393848736855,0.00800519816476315,0.00671520989139244,"Ikbke/Rab7b/Ifi204/Ifi203/Traf3ip3/Tnfaip3/Arg1/Appl2/Irak3/Havcr2/Irgm2/Igtp/Cd300lf/Rsad2/Irf4/Syk/Tifab/Cd180/Pik3r1/Lacc1/Trim15/Vav1/Unc93b1/Slc15a3/Pik3ap1/Fcna/Dpp4/Ifih1/Spi1/Usp50/Lbp/Tlr2/Alpk1/Tifa/Gbp5/Gbp7/Gbp2/Tlr4/Trim32/Pla2g5/Emilin1/Tlr1/Tlr6/Ptpn11/P2rx7/Lrch4/Cav1/Tril/Lag3/Clec7a/Kcnj8/Trim5/Trim12a/Trim30a/Hpx/Tlr3/Ddx60/Casp1/Nlrx1/Sin3a/Usp27x/Tlr8/Tlr7/Nlrp3/Nlrp1b/Ticam1/Nlrc4/Il12a/Oas1c/Oas1b/Oas1a/Gimap3/Irf7/Tlr9/Btk",75,"negative vs positive","negative","positive","Positive Regulation Of Response To Biotic Stimulus","Positive
Regulation
Of
Response
To Biotic
Stimulus"
"50","BP","GO:0002886","regulation of myeloid leukocyte mediated immunity","22/2342","57/15618",0.385964912280702,2.57386848847139,4.99972071504204,1.1412049004312e-05,0.00065071503422587,0.000545856322900987,"Cd84/Arg1/Itgb2/Adora2b/Crhr1/Unc13d/Syk/Rac2/Stxbp1/Spi1/Fcgr1/Adora3/Ptafr/Fgr/Nppa/Sphk2/Fes/Itgam/Il13ra2/Ticam1/Ccr2/Btk",22,"negative vs positive","negative","positive","Regulation Of Myeloid Leukocyte Mediated Immunity","Regulation
Of Myeloid
Leukocyte
Mediated
Immunity"
"51","BP","GO:0003002","regionalization","86/2342","351/15618",0.245014245014245,1.63391651521455,5.04507237111461,1.60720015257653e-06,0.000169708430925767,0.000142360964781828,"Sox17/Fzd5/Hes6/Gli2/Tdrd5/Hey2/Gja1/Nodal/Gdf11/Hes7/Hnf1b/Hoxb2/Tcap/Ccdc103/Foxj1/Osr1/Hif1a/Asb2/Dnah11/Gli3/Foxc1/Ror2/Msx2/Fgfr4/Tifab/Ptch1/Foxd1/Bmp4/Otx2/Bmp1/Zic2/Dnah5/Acvrl1/Trp63/Mdfi/Daam2/Tgif1/Six3/Lrp5/Lbx1/Ldb1/Lhx3/Eng/Crb2/Hoxd3/Neurod1/Alx4/Dll4/Nkx2-2/Aurka/Bhlhe22/Notch2/Wls/Stil/Heyl/Hes3/Hes5/Msx1/Tbx3/Lfng/Smo/Tcf7l1/Nat8f5/Wnt7a/Folr1/Mical2/Palb2/Tbx6/Itgam/Fgfr2/Ifitm1/Sox1/Hhip/Adgrg1/Cdon/Smad3/Aldh1a2/Tbx18/Otx1/Tbx2/Meox1/Six1/Emx2/Foxc2/Smad6/Foxb1",86,"negative vs positive","negative","positive","Regionalization","Regionalization"
"52","BP","GO:0003007","heart morphogenesis","61/2342","256/15618",0.23828125,1.58901646562767,3.99100403011641,0.000117734875329195,0.00434481805739277,0.00364467744517948,"Sox17/Fhl2/Tnni1/Tnnt2/Prox1/Adgrg6/Hey2/Gja1/Nodal/Tcap/Fzd2/Ccdc103/Id2/Hif1a/Asb2/Dnah11/Foxc1/Msx2/Ptch1/Synpo2l/Zmiz1/Bmp4/Myh6/Zfpm2/Acvrl1/Emp2/Snai2/Adamts1/Vegfa/Nfatc1/Lbx1/Eng/Mybpc3/Dll4/Npy2r/Efna1/Gja5/Notch2/Tek/Stil/Heyl/Msx1/Tbx3/Myl2/Smo/Plxnd1/Kcnj8/Abcc9/Tead2/Folr1/Mical2/Fgfr2/Yap1/Epor/Smad3/Aldh1a2/Bmp5/Tbx2/Six1/Foxc2/Smad6",61,"negative vs positive","negative","positive","Heart Morphogenesis","Heart
Morphogenesis"
"53","BP","GO:0006691","leukotriene metabolic process","11/2342","20/15618",0.55,3.66776259607173,5.01402329815983,3.79617179987293e-05,0.00165603952998776,0.00138917898138499,"Pla2g4a/Alox12/Syk/Cyp4f15/Cyp4f14/Tlr2/Ptgr1/Tlr4/Pla2g5/Ncf1/Alox5",11,"negative vs positive","negative","positive","Leukotriene Metabolic Process","Leukotriene
Metabolic
Process"
"54","BP","GO:0006909","phagocytosis","47/2342","191/15618",0.246073298429319,1.64097898158374,3.74350451500632,0.000313802564446731,0.00873321006000497,0.00732590716325991,"Slc11a1/Rab7b/Ncf2/Fcgr2b/Itgb2/Cnn2/Appl2/Myo1g/Dock2/Rara/Cd300lf/Unc13d/Syk/Slc48a1/Nckap1l/Ager/Vav1/Anxa1/Gsn/Itgav/Mertk/Sirpa/Hck/Lbp/Elmo2/Tlr2/Fcgr1/Tlr4/Fgr/Pla2g5/Spon2/P2rx7/Clec7a/Siglece/P2ry6/Itgam/Dock1/Fcer2a/Nfix/Elmo3/Irf8/Srpx/Il2rb/Itgal/Il15/Ccr2/Btk",47,"negative vs positive","negative","positive","Phagocytosis","Phagocytosis"
"55","BP","GO:0006935","chemotaxis","87/2342","354/15618",0.245762711864407,1.63890778560987,5.10698122656009,1.22290832266541e-06,0.00013409660107381,0.000112487761501854,"Gpr35/Slamf9/Itgb2/Dock2/Ccl7/Ccl9/Ccl4/Ccl6/Pik3cg/Dock4/Rin3/Agtr1a/Nedd9/Syk/Bmp4/Lgals3/Cmtm5/Ptk2b/Enpp2/Rac2/Nckap1l/Snai2/Gpsm3/Ager/Vegfa/Vav1/Ecscr/Csf1r/Anxa1/Ch25h/Prkcq/Eng/Tnfaip6/Dpp4/Itgav/Spi1/Mdk/Fgf7/Lbp/Elmo2/Prex1/Edn3/Vcam1/Ptgr1/Ptafr/Padi2/Epha2/Hgf/Pdgfra/Cxcl10/Cmklr1/Slc8b1/Hspb1/Il17rc/Alox5/Ntf3/C5ar2/C5ar1/Fes/Swap70/Itgam/Lsp1/Mtus1/Jam3/Smad3/Dapk2/Adam10/Ackr4/Sema3b/Ccrl2/Itga9/Ccr9/Ccr5/Cxcr6/Plxnb3/Cysltr1/Amot/Sell/Slamf8/Il23a/Lox/Agtr1b/Il12a/S100a7a/Pf4/Ccr1/Ccr2",87,"negative vs positive","negative","positive","Chemotaxis","Chemotaxis"
"56","BP","GO:0006959","humoral immune response","34/2342","123/15618",0.276422764227642,1.84336922788528,3.94396584160992,0.000209931866630861,0.00664718340698899,0.00557603082969189,"Fcgr2b/Ccl7/Ccl9/Wfdc17/Ccl4/Wfdc18/Ccl6/Evpl/Foxj1/Lgals3/Ang/Cfb/Tslp/Fcna/Slpi/Wfdc3/Notch2/Ifnk/Spon2/Cxcl10/Alox5/A2m/C1s1/Ptpn6/Pglyrp1/Cd37/Hpx/Adm/Fcer2a/Trf/Rnase6/Pf4/Gimap3/Ccr2",34,"negative vs positive","negative","positive","Humoral Immune Response","Humoral
Immune
Response"
"57","BP","GO:0007159","leukocyte cell-cell adhesion","84/2342","338/15618",0.248520710059172,1.65729993582585,5.13119939699036,1.14503211389108e-06,0.000128019080655038,0.000107389595985987,"Sox13/F11r/Dusp10/Arg1/Vsir/Itgb2/Icosl/Stk10/Havcr2/Rara/Slc4a1/Foxj1/Gli3/Btn2a2/Syk/Zmiz1/Bmp4/Lgals3/Rac2/Tnfrsf13c/Ppara/Nckap1l/Runx1/Ezr/Rasal3/H2-Oa/H2-Aa/H2-Eb1/Ager/Vav1/Capn1/Gcnt1/Anxa1/Dock8/Prkcq/Dpp4/Mdk/Rag2/Il1a/Sirpa/Ada/Sdc4/Tnfaip8l2/Vcam1/Ptafr/Pla2g5/Fgl2/Slc4a2/Rhoh/Hspb1/Cav1/Alox5/Ptpn6/Cd4/Lag3/Cd37/Lrrc32/Itgam/Tspan32/Igf2/Il12rb1/Fut4/Icam1/Ets1/Cd276/Il1rl2/Pdcd1/Sell/Zc3h12d/Il23a/Tespa1/Nlrp3/Il7r/H2-DMb2/H2-Ob/Lrg1/Cd5/Il12a/Pf4/Gimap3/Itgal/Cd209c/Il15/Ccr2",84,"negative vs positive","negative","positive","Leukocyte Cell-Cell Adhesion","Leukocyte
Cell-Cell
Adhesion"
"58","BP","GO:0007162","negative regulation of cell adhesion","68/2342","263/15618",0.258555133079848,1.72421608387748,4.97484733805819,2.74092329010444e-06,0.000233264844778739,0.000195675654834793,"Myoc/Tnfaip3/Arg1/Vsir/Erbb3/Havcr2/Alox12/B4galnt2/Foxj1/Gli3/Btn2a2/Spock1/Pik3r1/Fam107a/Bmp4/Lgals3/Mmp14/Enpp2/Ppara/Plxnb2/Acvrl1/Snai2/Apod/Runx1/H2-Aa/Ager/Vegfa/Cyp1b1/Mbp/Lpxn/Anxa1/Spi1/Mdk/Rag2/Sdc4/Tnfaip8l2/Tnc/Dab1/Hspg2/Pla2g5/Fgl2/Slc4a2/Ptpn11/Hspb1/Nat8f5/Nat8/Plxnd1/Ptpn6/Lag3/Cd9/Cd37/Lrrc32/Swap70/Tspan32/Jam3/Dscaml1/Cd276/Adam10/Plxnb1/Plxnb3/Pdcd1/Zc3h12d/Notch4/Postn/Akna/Pf4/Gimap3/Acp5",68,"negative vs positive","negative","positive","Negative Regulation Of Cell Adhesion","Negative
Regulation
Of Cell
Adhesion"
"59","BP","GO:0007229","integrin-mediated signaling pathway","30/2342","94/15618",0.319148936170213,2.12829551029308,4.60833028966446,2.72878482583376e-05,0.00127241377552365,0.00106737214938054,"Col3a1/Itgb2/Itga7/Itgb4/Fut8/Nid1/Syk/Ptk2b/Diaph3/Emp2/Itgb5/Vav1/Lama1/Ctnna1/Itgav/Slc2a10/Plpp3/Phactr4/Fgr/Isg15/Tec/Ptpn11/Itgam/Tspan32/Lamb2/Itga9/Timp1/Itgb6/Itgal/Itga11",30,"negative vs positive","negative","positive","Integrin-Mediated Signaling Pathway","Integrin-Mediated
Signaling
Pathway"
"60","BP","GO:0007249","canonical NF-kappaB signal transduction","57/2342","243/15618",0.234567901234568,1.56425340797672,3.7233031180649,0.000298596650444034,0.00855576935091398,0.00717705992921286,"Casp8/Ikbke/Traf5/Tnfaip3/Edar/Irak3/Fbxw11/Irgm2/Igtp/Map3k14/Tifab/Ajuba/Card6/Irak4/Mas1/Jmjd8/Ltb/Unc5cl/Traf2/Traf1/Capn3/Il1a/Sirpa/Rassf2/Tnfsf10/Trim59/Tlr2/S100a13/Otud7b/Alpk1/Tifa/Gbp7/Tlr4/Trim32/Tlr6/Rhoh/Hspb1/Cav1/Erc1/Cd4/Tnfrsf1a/Clec7a/Nup62/Sphk2/Trim5/Trim12a/Trim30a/Gprc5b/Tlr3/Casp1/Nlrx1/Rora/Tlr8/Tlr7/Ticam1/Tlr9/Eda",57,"negative vs positive","negative","positive","Canonical Nf-Kappab Signal Transduction","Canonical
Nf-Kappab
Signal
Transduction"
"61","BP","GO:0007272","ensheathment of neurons","45/2342","177/15618",0.254237288135593,1.69542184718262,3.90801192786133,0.000190582134480401,0.00620971046175569,0.00520905394934702,"Cntn2/Myoc/Kcnj10/Adgrg6/Erbb3/Tmem98/Rara/Cntnap1/Itgb4/Mir338/Id4/Ntrk2/Serinc5/Zfp488/Sox10/Srebf2/Olig2/Sh3tc2/Mbp/Abca2/Mall/Mal/B4galt5/Cldn11/Tlr2/Tspan2/Pou3f1/Tnfrsf1b/Hes5/Hgf/Fgfr3/Ntf3/Cd9/Ercc2/Mag/Lgi4/Cyfip1/Nkx6-2/Pllp/Fa2h/Jam3/Trf/Mobp/Plp1/Gpm6b",45,"negative vs positive","negative","positive","Ensheathment Of Neurons","Ensheathment
Of Neurons"
"62","BP","GO:0007389","pattern specification process","92/2342","389/15618",0.236503856041131,1.57716363093526,4.84168680649772,3.51135493630789e-06,0.000270564133065238,0.000226964393038166,"Sox17/Fzd5/Wnt6/Hes6/Gli2/Tdrd5/Hey2/Gja1/Nodal/Gdf11/Meis1/Hes7/Hnf1b/Hoxb2/Tcap/Ccdc103/Foxj1/Osr1/Hif1a/Asb2/Dnah11/Gli3/Foxc1/Ror2/Msx2/Fgfr4/Tifab/Ptch1/Foxd1/Fst/Bmp4/Otx2/Bmp1/Zic2/Dnah5/Mfng/Acvrl1/Trp63/Mdfi/Daam2/Tgif1/Six3/Lrp5/Lbx1/Ldb1/Lhx3/Eng/Crb2/Hoxd3/Neurod1/Alx4/Dll4/Nkx2-2/Aurka/Bhlhe22/Notch2/Wls/Stil/Heyl/Hes3/Hes5/Msx1/Tbx3/Lfng/Smo/Tcf7l1/Nat8f5/Wnt7a/Folr1/Mical2/Palb2/Tbx6/Itgam/Fgfr2/Ifitm1/Sox1/Hhip/Adgrg1/Cdon/Smad3/Aldh1a2/Bmp5/Tbx18/Otx1/Tbx2/Meox1/Six1/Emx2/Grhl3/Foxc2/Smad6/Foxb1",92,"negative vs positive","negative","positive","Pattern Specification Process","Pattern
Specification
Process"
"63","BP","GO:0007405","neuroblast proliferation","24/2342","78/15618",0.307692307692308,2.05189515864153,3.91158596361642,0.000312630422189495,0.00873321006000497,0.00732590716325991,"Prox1/Hif1a/Gli3/Id4/Dct/Sox10/Plxnb2/Nde1/Tead3/Vegfa/Six3/Ctnna1/Skor2/Fgfr3/Smo/Kcna1/Wdr62/Fgfr2/Hhip/Nfix/Cdon/Aspm/Kctd11/Akna",24,"negative vs positive","negative","positive","Neuroblast Proliferation","Neuroblast
Proliferation"
"64","BP","GO:0008015","blood circulation","107/2342","476/15618",0.224789915966387,1.49904735591931,4.64421421064614,6.95275704959386e-06,0.000426286244051443,0.000357592847010238,"Myl1/Kcne4/Adora1/Tnni1/Tnnt2/Ncf2/F11r/Atp1a2/Hey2/Gja1/Ctnna3/Tbxa2r/Tac2/Egfr/Kcnmb1/Adora2b/Ccl4/Tcap/Id2/Dock4/Hif1a/Bdkrb2/Agtr1a/Foxc1/Hrh2/Tmem161b/Ocln/Pik3r1/Vstm4/Gch1/Myh6/Dock5/Ppara/Adm2/Acvrl1/Emp2/Popdc2/Drd3/Kcne2/Mas1/Cbs/Ager/Vegfa/Epas1/Lrp5/Capn1/Dusp5/Eng/Gsn/Mybpc3/Adra2b/Myh7b/Ada/Edn3/Gja5/Atp1a1/Enpep/Ank2/Cnr1/Svep1/Ptafr/Nppa/Emilin1/Ucn/Sod3/Corin/Myl2/Gper1/Gna12/Cav1/Kcnd2/Slc4a5/Alox5/Scnn1a/Kcnj8/Abcc9/Gpr4/Apoe/Kcnn4/Chrna7/Anpep/P2ry2/Adm/Scnn1b/Scnn1g/Atp2a1/Klf2/Cdh5/Icam1/Kcnj5/Smad3/Htr1b/Tbx18/Gpd1l/Itga9/Cysltr1/Amot/Ace2/F5/Tbx2/Aoc3/Ntsr1/Agtr1b/Postn/Crhr2/Foxc2/Smad6",107,"negative vs positive","negative","positive","Blood Circulation","Blood
Circulation"
"65","BP","GO:0008217","regulation of blood pressure","50/2342","188/15618",0.265957446808511,1.7735795919109,4.48187349686836,2.45158199757272e-05,0.00118758844318849,0.000996215895779598,"Adora1/Ncf2/F11r/Atp1a2/Gja1/Tbxa2r/Tac2/Id2/Bdkrb2/Agtr1a/Pik3r1/Gch1/Myh6/Ppara/Adm2/Acvrl1/Emp2/Drd3/Mas1/Lrp5/Eng/Adra2b/Edn3/Gja5/Atp1a1/Enpep/Cnr1/Ptafr/Nppa/Emilin1/Ucn/Corin/Gna12/Slc4a5/Scnn1a/Kcnj8/Abcc9/Kcnn4/Chrna7/Anpep/Adm/Scnn1b/Scnn1g/Smad3/Ace2/Aoc3/Ntsr1/Agtr1b/Postn/Crhr2",50,"negative vs positive","negative","positive","Regulation Of Blood Pressure","Regulation
Of Blood
Pressure"
"66","BP","GO:0008366","axon ensheathment","45/2342","177/15618",0.254237288135593,1.69542184718262,3.90801192786133,0.000190582134480401,0.00620971046175569,0.00520905394934702,"Cntn2/Myoc/Kcnj10/Adgrg6/Erbb3/Tmem98/Rara/Cntnap1/Itgb4/Mir338/Id4/Ntrk2/Serinc5/Zfp488/Sox10/Srebf2/Olig2/Sh3tc2/Mbp/Abca2/Mall/Mal/B4galt5/Cldn11/Tlr2/Tspan2/Pou3f1/Tnfrsf1b/Hes5/Hgf/Fgfr3/Ntf3/Cd9/Ercc2/Mag/Lgi4/Cyfip1/Nkx6-2/Pllp/Fa2h/Jam3/Trf/Mobp/Plp1/Gpm6b",45,"negative vs positive","negative","positive","Axon Ensheathment","Axon
Ensheathment"
"67","BP","GO:0009595","detection of biotic stimulus","14/2342","28/15618",0.5,3.33432963279248,5.19250316448555,1.3973265584458e-05,0.000751656229835658,0.000630531467882595,"Itgav/Lbp/Tlr2/Tlr4/Tlr1/Tlr6/Smo/Clec7a/Pglyrp1/Srpx/Nlrp3/Naip5/Nlrc4/Tlr9",14,"negative vs positive","negative","positive","Detection Of Biotic Stimulus","Detection
Of Biotic
Stimulus"
"68","BP","GO:0009611","response to wounding","122/2342","490/15618",0.248979591836735,1.6603600620436,6.23801924695538,4.00349415385426e-09,2.85349045815962e-06,2.3936680835676e-06,"Dst/Col3a1/Cflar/Slc11a1/Vil1/Pla2g4a/Angptl1/F11r/Hmga2-ps1/Tnfaip3/Mrln/Cnn2/Tbxa2r/Tspan8/Alox12/Scarf1/Fkbp10/Slc4a1/Grin2c/Itgb4/Evpl/Mir338/Hif1a/Fntb/Max/Zfp36l1/F13a1/Syk/Msx2/Ajuba/Extl3/Slc1a3/Ppara/Acvrl1/Snai2/Serpind1/Cldn1/Apod/Itgb5/Vegfa/Nrep/Ctnna1/Nfatc1/Neat1/Anxa1/Myof/Hps6/Prkcq/Eng/Stxbp1/Itgav/Mdk/Slc1a2/Adra2b/Mertk/Il1a/Procr/Matn4/Sdc4/Aurka/Il6ra/Cers2/Notch2/Rhoc/6330407A03Rik/Svep1/Tnc/Tlr4/Nfib/Plpp3/Pdpn/Fgl2/Emilin1/Fgfr3/Tec/Pdgfra/Cav1/Wnt7a/Alox5/Adipor2/Ptpn6/Vwf/Cd9/Tspan9/Clec7a/Gipr/Gpr4/Apoe/Plaur/Cadm4/Zfp36/Mag/Abhd2/Tsku/Folr1/Scnn1b/Scnn1g/Tspan32/Proz/Plat/Tlr3/Nfix/Wfdc1/Yap1/Smad3/Cd109/Lamb2/Ndp/Timp1/F8/2810403D21Rik/F5/Clec10a/Apoh/F12/Mir17hg/Lrg1/Itgb6/Grhl3/Pf4/Foxc2/Ccr2",122,"negative vs positive","negative","positive","Response To Wounding","Response
To
Wounding"
"69","BP","GO:0009952","anterior/posterior pattern specification","49/2342","177/15618",0.27683615819209,1.84612601137663,4.7549132347941,9.18375636282882e-06,0.000551218724008947,0.00046239322894952,"Sox17/Fzd5/Hes6/Gli2/Tdrd5/Hey2/Nodal/Gdf11/Hes7/Hnf1b/Hoxb2/Tcap/Osr1/Gli3/Foxc1/Ror2/Msx2/Tifab/Bmp4/Otx2/Six3/Lrp5/Ldb1/Crb2/Hoxd3/Neurod1/Alx4/Aurka/Wls/Heyl/Hes3/Hes5/Msx1/Tbx3/Lfng/Smo/Tcf7l1/Palb2/Tbx6/Ifitm1/Cdon/Smad3/Aldh1a2/Tbx18/Otx1/Meox1/Emx2/Foxc2/Foxb1",49,"negative vs positive","negative","positive","Anterior/Posterior Pattern Specification","Anterior/Posterior
Pattern
Specification"
"70","BP","GO:0010001","glial cell differentiation","70/2342","277/15618",0.252707581227437,1.68522075303591,4.8328374268008,4.69782164708827e-06,0.000334837237896216,0.000280880283741699,"Slc45a3/Cntn2/Sox13/Crb1/Myoc/Kcnj10/Dusp10/Adgrg6/Erbb3/Egfr/Tmem98/Cntnap1/Itgb4/Id2/Gli3/Id4/Ror2/Ntrk2/Zfp488/Bmp4/Otx2/Enpp2/Sox10/Drd3/Olig2/Ager/Daam2/Gpr17/Csf1r/Sh3tc2/Clcf1/Pfkfb3/Vim/Abca2/Mdk/Mal/Nkx2-2/Nkx2-2os/B4galt5/Tlr2/Tspan2/Tlr4/Nfib/Dab1/Plpp3/Pou3f1/Tnfrsf1b/Trp73/Hes5/Fgfr3/Prdm8/Ptpn11/Smo/Ntf3/C5ar1/Ercc2/Mag/Lgi4/Sox6/Itgam/Nkx6-2/Sox1/Nfix/Fa2h/Lamb2/Mobp/Ndp/Plp1/Gpm6b/Spint1",70,"negative vs positive","negative","positive","Glial Cell Differentiation","Glial Cell
Differentiation"
"71","BP","GO:0010837","regulation of keratinocyte proliferation","17/2342","40/15618",0.425,2.83418018787361,4.87837040793065,2.58126998209514e-05,0.00123063164298033,0.00103232294960265,"Zfp36l1/Bcl11b/Ptch1/Extl3/Snai2/Trp63/Nfatc1/Mdk/Fgf7/Notch2/Zfp36/Fgfr2/Cdh3/Yap1/Cd109/Lrg1/Sfn",17,"negative vs positive","negative","positive","Regulation Of Keratinocyte Proliferation","Regulation
Of
Keratinocyte
Proliferation"
"72","BP","GO:0010838","positive regulation of keratinocyte proliferation","7/2342","11/15618",0.636363636363636,4.24369225991771,4.5199632166134,0.000319290925468672,0.00875286950491522,0.00734239860996784,"Extl3/Trp63/Mdk/Fgf7/Notch2/Cdh3/Lrg1",7,"negative vs positive","negative","positive","Positive Regulation Of Keratinocyte Proliferation","Positive
Regulation
Of
Keratinocyte
Proliferation"
"73","BP","GO:0014003","oligodendrocyte development","22/2342","58/15618",0.379310344827586,2.52949144556671,4.90134057994614,1.58008860685584e-05,0.000826574792320366,0.000693377366446445,"Cntn2/Kcnj10/Cntnap1/Id2/Id4/Zfp488/Sox10/Abca2/Mal/Nkx2-2/B4galt5/Tlr2/Hes5/Fgfr3/Prdm8/Ercc2/Mag/Nkx6-2/Fa2h/Mobp/Plp1/Gpm6b",22,"negative vs positive","negative","positive","Oligodendrocyte Development","Oligodendrocyte
Development"
"74","BP","GO:0014013","regulation of gliogenesis","38/2342","130/15618",0.292307692307692,1.94930040070945,4.56495287958955,2.40975819441221e-05,0.00118758844318849,0.000996215895779598,"Dusp10/Egfr/Tmem98/Id2/Prkch/Id4/Zcchc24/Zfp488/Bmp4/Cysltr2/Enpp2/Sox10/Drd3/Olig2/Daam2/Csf1r/Clcf1/Fas/Vim/Mdk/Nkx2-2/Nkx2-2os/E2f1/Tlr2/Cers2/Cdkn2b/Dab1/Tnfrsf1b/Mfn2/Trp73/Hes5/Fgfr3/Ntf3/Mag/Nkx6-2/Trf/Cysltr1/Spint1",38,"negative vs positive","negative","positive","Regulation Of Gliogenesis","Regulation
Of
Gliogenesis"
"75","BP","GO:0014888","striated muscle adaptation","18/2342","49/15618",0.36734693877551,2.44971156694958,4.26882069568124,0.000149013023318283,0.00527746744696178,0.00442703614225744,"Cflar/Igfbp5/Tnni1/Myoc/Hey2/Tcap/Asb2/Cmya5/Bmp4/Myh6/Nfatc1/Gsn/Foxo1/Nppa/Tnnt1/Smad3/Mlip/Cacna1s",18,"negative vs positive","negative","positive","Striated Muscle Adaptation","Striated
Muscle
Adaptation"
"76","BP","GO:0015711","organic anion transport","90/2342","375/15618",0.24,1.60047822374039,4.94352005204347,2.35091089472259e-06,0.000219752359372266,0.000184340623047791,"Slc11a1/Tnfrsf11a/Adora1/Pla2g4a/Kcnj10/Arg1/Slc16a10/Gja1/Slc16a9/Slc5a8/Slc47a1/Slc2a4/Slc13a5/Car4/Slc4a1/Ttyh2/Slc25a19/Slc25a10/Slc16a3/Slc25a21/Bdkrb2/Syk/Hrh2/Ntrk2/Slc35d2/Slc1a3/Cpt1b/Drd3/Slc22a3/Nfkbie/Slc25a2/Atp8b1/Slc22a8/Slc22a6/Anxa1/Apba1/Slc16a12/Calhm2/Ptges/Stxbp1/Pla2r1/Slc1a2/Il1a/Slc4a11/Slc52a3/Slc2a10/Gnat2/Slc26a7/Mfsd2a/Pla2g5/Slc4a2/Mfsd10/Slc2a9/Slc4a4/Hnf1a/P2rx7/Slc4a5/Trh/Slc6a1/Slc25a18/Slc6a13/Slco1a4/Kcnj8/Apoe/Ceacam2/Slc17a7/Ucp2/P2ry2/Folr1/Slc25a22/Slc22a18/Ces1d/Kcnk1/Aqp9/Htr1b/Rbp1/Slco2a1/Slc38a3/Slc6a20b/Slc6a20a/Slc38a5/Ace2/Llgl2/Slc25a47/Slc22a12/Ntsr1/Slc17a9/Crabp2/Abcg3/Drd4",90,"negative vs positive","negative","positive","Organic Anion Transport","Organic
Anion
Transport"
"77","BP","GO:0015718","monocarboxylic acid transport","38/2342","138/15618",0.27536231884058,1.83629747892919,4.14451276179622,0.000100427354613854,0.00381757850672131,0.00320239929379195,"Tnfrsf11a/Pla2g4a/Slc16a9/Slc5a8/Slc16a3/Bdkrb2/Syk/Hrh2/Cpt1b/Drd3/Slc22a3/Atp8b1/Slc22a8/Slc22a6/Anxa1/Slc16a12/Ptges/Pla2r1/Il1a/Slc26a7/Mfsd2a/Pla2g5/Hnf1a/P2rx7/Slc6a13/Slco1a4/Kcnj8/Apoe/Ceacam2/Ucp2/P2ry2/Ces1d/Aqp9/Rbp1/Slco2a1/Ntsr1/Crabp2/Drd4",38,"negative vs positive","negative","positive","Monocarboxylic Acid Transport","Monocarboxylic
Acid
Transport"
"78","BP","GO:0015849","organic acid transport","71/2342","305/15618",0.232786885245902,1.55237641920175,4.09179189209418,7.51773879309124e-05,0.00295628597229008,0.00247989873508578,"Slc11a1/Tnfrsf11a/Adora1/Pla2g4a/Kcnj10/Arg1/Slc16a10/Gja1/Slc16a9/Slc5a8/Slc47a1/Slc13a5/Ttyh2/Slc25a10/Slc16a3/Slc25a21/Bdkrb2/Syk/Hrh2/Ntrk2/Slc1a3/Cpt1b/Drd3/Slc22a3/Nfkbie/Slc25a2/Atp8b1/Slc22a8/Slc22a6/Anxa1/Apba1/Slc16a12/Ptges/Stxbp1/Pla2r1/Slc1a2/Il1a/Gnat2/Slc26a7/Mfsd2a/Pla2g5/Hnf1a/P2rx7/Trh/Slc6a1/Slc25a18/Slc6a13/Slco1a4/Kcnj8/Apoe/Ceacam2/Slc17a7/Ucp2/P2ry2/Folr1/Slc25a22/Ces1d/Kcnk1/Aqp9/Htr1b/Rbp1/Slco2a1/Slc38a3/Slc6a20b/Slc6a20a/Slc38a5/Ace2/Llgl2/Ntsr1/Crabp2/Drd4",71,"negative vs positive","negative","positive","Organic Acid Transport","Organic
Acid
Transport"
"79","BP","GO:0015850","organic hydroxy compound transport","21/418","254/15618",0.0826771653543307,3.08911954187545,5.56664021391712,4.98750338398904e-06,0.00594510403371494,0.00557550378294354,"Oprk1/Slc19a2/Commd1/Abca5/Dtnbp1/Slc18a3/Sncg/Htr2a/Syt4/Gal/Slc18a2/Crh/Rab3b/Cd36/Slc10a4/Spp1/Nucb2/Nrg1/Slc6a2/Apoa1/Agtr2",21,"positive vs negative","positive","negative","Organic Hydroxy Compound Transport","Organic
Hydroxy
Compound
Transport"
