	PBN1-ML02-D	PBN1-ML02-G	PBN1-ML04-D	PBN1-ML04-G	PBN2-FM01-D	PBN2-FM01-G	PBN2-FM02-D	PBN2-FM02-G	SRR1647854	SRR1647855	SRR1647856	SRR1647857	SRR1647858	SRR1647859	SRR6294443	SRR6294444
Orc2|Orc2	1517	732	1369	410	1819	561	1643	1186	120	171	152	221	306	223	1584	1085
Gm15834|Gm15834	1862	4922	944	1674	1900	4300	2669	8495	94	158	196	365	231	174	1666	1701
Fam126b|Fam126b	8382	6043	7001	12729	8801	9101	7032	12443	881	992	500	968	1758	1535	3539	3963
Tmem237|Tmem237	1904	942	1945	4226	2977	4471	3666	11821	52	60	47	74	128	91	1528	1410
Fzd7|Fzd7	2163	0	686	645	4176	326	3103	0	8	7	1	3	3	4	0	30
Mpp4|Mpp4	430	0	191	0	705	0	359	0	18	15	20	19	153	125	107	145
Als2|Als2	3857	1932	2452	887	10936	565	8968	290	228	304	370	484	695	483	1761	1367
Gm33667|Gm33667	17	0	0	0	49	0	9	0	0	0	0	4	3	0	10	0
Gm973|Gm973	662	0	574	0	520	0	910	0	8	9	11	15	14	13	72	48
Gm39648|Gm39648	89	0	236	0	114	0	229	0	7	4	6	6	12	3	0	73
Sumo1|Sumo1	2749	2520	1728	7794	2864	4023	2477	8824	21	13	12	38	77	31	2299	1919
Nop58|Nop58	1664	1127	1096	4226	2525	3361	2177	3509	60	58	79	142	178	127	1738	1732
Bmpr2|Bmpr2	6341	8563	4941	13365	6466	14237	5478	23192	1587	2058	1004	2924	2874	1813	2302	3647
Fam117b|Fam117b	937	221	847	779	1213	0	1059	0	271	308	181	366	586	373	1096	1195
Ica1l|Ica1l	791	182	594	3988	743	0	696	471	277	337	201	277	540	415	682	589
Wdr12|Wdr12	1966	3989	1827	6846	3414	7626	2949	9070	97	101	112	210	289	219	2890	3449
Carf|Carf	2005	3352	1947	4157	2122	3567	2497	3210	215	284	209	335	451	330	665	846
Nbeal1|Nbeal1	3805	2816	3338	7113	7586	255	6445	1160	634	805	834	1176	2075	1554	3891	5001
Cyp20a1|Cyp20a1	2601	569	2344	902	3686	2322	4337	0	30	33	27	27	143	96	872	958
Gm11578|Gm11578	3	15	14	15	0	0	18	0	0	0	0	0	0	0	3	0
Gm38137|Gm38137	55	0	0	0	0	0	8	0	12	15	2	2	8	8	7	20
Gm4208|Gm4208	0	0	0	0	41	0	0	0	3	4	0	2	36	9	0	11
Abi2|Abi2	5439	8036	3851	5005	7485	14488	7783	10413	1247	1532	733	1469	2510	1476	4961	6311
Raph1|Raph1	2074	1261	1989	6162	2185	5639	1582	2908	1166	1390	539	925	2554	1778	1629	2000
LOC102637269|LOC102637269	8	0	28	21	52	0	11	0	36	33	18	13	51	39	29	41
Nrp2|Nrp2	1364	3005	1791	7107	2852	5524	3747	2830	167	150	46	90	449	408	928	927
Gm29083|Gm29083	82	0	202	0	54	0	101	0	21	32	6	9	58	54	42	12
4930487H11Rik|4930487H11Rik	21	0	12	0	53	0	25	0	9	6	0	4	22	22	11	9
Pard3b|Pard3b	154	57	284	0	122	0	138	0	10	6	12	26	9	4	229	198
Pard3bos2|Pard3bos2	64	0	9	0	48	0	19	0	0	0	10	13	6	0	23	0
Pard3bos1|Pard3bos1	32	0	165	0	193	0	119	0	10	10	17	29	26	7	39	49
Gpr1|Gpr1	169	36	71	1021	40	1935	0	236	9	5	0	5	6	9	121	148
Zdbf2|Zdbf2	896	2465	713	4566	306	2707	376	6634	389	544	143	298	635	436	1345	2170
1700039I01Rik|1700039I01Rik	0	420	0	54	0	0	31	0	0	0	0	2	3	0	0	0
Ino80d|Ino80d	2609	2322	2465	3655	4696	1380	3390	765	829	986	1004	1661	1840	1194	518	820
Ino80dos|Ino80dos	279	344	439	1160	969	766	827	653	49	61	77	119	157	119	359	439
Ndufs1|Ndufs1	3157	5130	2945	6922	3853	711	4037	9889	256	292	455	821	648	518	6089	4853
Eef1b2|Eef1b2	2512	2319	1585	7306	3057	872	2844	9784	61	58	73	172	273	197	2836	2548
Snora41|Snora41	51	0	16	74	27	0	33	6	2	2	6	5	5	5	25	20
Mdh1b|Mdh1b	0	0	16	0	57	0	19	0	9	11	0	7	5	7	53	38
Adam23|Adam23	7351	8579	5108	14418	8314	6700	6689	15736	1180	1550	1493	2968	2570	1752	1639	1889
Fastkd2|Fastkd2	535	1190	908	6347	1986	528	1401	207	62	88	97	190	207	165	1582	1178
4933402D24Rik|4933402D24Rik	55	0	36	0	12	0	43	0	11	14	15	29	40	20	16	0
Klf7|Klf7	7330	5865	5044	9204	8225	2784	6064	7127	711	800	361	680	695	493	2142	2208
2810408I11Rik|2810408I11Rik	0	0	0	0	16	0	25	0	0	2	0	3	0	0	32	17
Fzd5|Fzd5	5	0	96	0	51	0	8	0	2	10	8	23	11	4	12	49
Ccnyl1|Ccnyl1	329	574	306	0	302	127	476	0	66	80	31	65	83	72	158	112
Creb1|Creb1	2236	1492	1878	3255	3381	0	3282	0	245	307	186	318	422	351	789	1033
Mettl21a|Mettl21a	1682	2440	1288	1083	1873	4397	2104	9028	75	61	88	196	172	148	1764	1445
D630023F18Rik|D630023F18Rik	182	387	77	867	67	110	152	77	18	15	24	39	38	21	365	325
Gm36358|Gm36358	71	107	87	466	25	67	46	0	3	0	3	8	2	3	64	63
Plekhm3|Plekhm3	2894	1022	2733	1320	5412	4452	5367	0	427	505	578	1089	953	665	2528	2703
Pth2r|Pth2r	260	1463	214	246	227	0	266	0	18	25	15	30	58	33	17	0
Pikfyve|Pikfyve	1178	1549	1529	2656	2198	2626	1519	296	571	677	674	1165	1033	764	1896	2211
Idh1|Idh1	744	835	929	421	1150	0	1052	1246	24	23	15	33	76	64	2364	2373
Map2|Map2	10621	12294	9106	17722	14299	10341	10957	27086	3081	3813	2294	4027	5304	4299	9337	8834
Myl1|Myl1	16	0	14	0	25	0	6	0	0	0	35	85	96	90	0	0
Acadl|Acadl	779	171	602	665	830	0	860	0	4	9	20	20	110	121	500	316
Unc80|Unc80	11435	12908	10657	23335	17499	11944	10620	7021	6184	7699	6118	11010	9968	6945	6926	9807
Rpe|Rpe	649	0	785	2858	1666	0	1282	2471	121	133	144	205	266	181	921	1203
Kansl1l|Kansl1l	2477	953	2390	2226	3265	1127	2154	864	535	631	1107	1397	1862	1345	1029	1299
LOC108167626|LOC108167626	1632	1096	1367	1183	2231	2649	1498	0	276	340	562	672	896	643	533	615
Gm39656|Gm39656	875	25	994	1834	918	0	725	0	90	117	232	287	392	237	130	99
Lancl1|Lancl1	4148	6382	3667	10810	4844	7363	6855	7960	440	458	996	1642	2777	2056	14018	7555
Ikzf2|Ikzf2	1076	189	1404	0	1995	0	1459	237	47	90	77	134	125	107	199	316
Abca12|Abca12	0	0	5	0	0	0	3	0	9	17	0	0	0	0	7	41
Atic|Atic	234	294	401	121	606	923	654	2546	88	84	90	159	297	140	1031	894
Vwc2l|Vwc2l	616	1209	635	939	508	548	215	0	109	132	117	235	1373	1140	2626	2774
Gm29906|Gm29906	23	238	65	711	32	0	0	0	14	10	17	19	74	146	53	34
Erbb4|Erbb4	1762	1676	1535	117	2877	4678	3069	1433	40	85	5915	10767	11503	8402	2718	3174
Fn1|Fn1	1409	649	598	2668	1441	0	1622	0	92	139	26	86	26	30	0	35
Spag16|Spag16	0	65	124	0	111	0	197	0	0	0	0	2	0	5	55	89
Mreg|Mreg	386	100	212	244	611	1884	459	1951	14	21	38	70	30	27	89	57
D230017M19Rik|D230017M19Rik	719	13	538	333	1073	32	842	204	66	88	132	227	337	229	319	191
Tmem169|Tmem169	1069	348	805	864	1388	2774	1374	3045	50	57	54	86	126	105	1818	2208
Pecr|Pecr	319	65	106	0	213	0	300	555	10	17	33	53	64	44	331	370
Gm39661|Gm39661	0	0	0	0	89	0	30	0	4	6	0	4	11	8	18	55
Xrcc5|Xrcc5	861	841	544	382	878	386	983	1836	70	99	76	139	151	106	1115	641
Gm39662|Gm39662	0	0	10	0	24	0	24	0	5	2	8	6	10	8	21	23
Rpl37a|Rpl37a	1132	696	567	2057	854	878	651	2048	13	15	23	45	147	76	1156	973
March4|March4	13	580	74	195	369	2560	286	0	149	172	101	230	663	391	4276	2660
Smarcal1|Smarcal1	741	2405	1191	5525	1952	0	1831	727	320	384	478	869	1163	743	5063	4623
Igfbp2|Igfbp2	4338	971	2450	209	2998	0	4664	0	0	4	4	7	22	4	143	77
Gm29183|Gm29183	40	0	4	0	3	0	10	0	0	0	0	0	0	2	0	0
Igfbp5|Igfbp5	5576	1678	3901	2346	20845	847	25090	888	244	371	63	290	1825	1099	2196	2164
Tns1|Tns1	689	398	688	3544	813	0	1145	0	76	69	53	79	841	653	594	413
Arpc2|Arpc2	2010	1739	1122	1964	3427	538	3258	6646	389	459	236	586	565	448	4486	2475
Catip|Catip	117	0	262	0	263	0	475	0	21	29	7	7	6	0	10	0
Slc11a1|Slc11a1	189	0	101	0	120	0	291	0	0	0	0	0	0	0	45	20
Ctdsp1|Ctdsp1	370	0	443	447	1092	0	1106	0	17	23	32	46	58	37	106	60
Aamp|Aamp	2128	942	2361	4769	3618	2266	3470	791	122	91	199	320	495	286	11173	7926
Pnkd|Pnkd	3946	1830	3967	4990	10288	3944	10236	4850	390	441	1262	3100	845	411	8313	6196
Gpbar1|Gpbar1	0	0	13	0	22	0	63	0	2	2	2	6	8	2	6	0
LOC108167628|LOC108167628	0	0	16	0	35	0	33	0	0	0	0	0	0	0	83	55
Tmbim1|Tmbim1	5947	363	6051	349	9438	0	14075	563	106	87	207	345	269	175	524	478
Ttll4|Ttll4	415	378	603	976	1344	0	1457	0	277	342	424	593	861	595	1543	1030
Wnt10a|Wnt10a	32	0	20	0	131	0	96	0	45	40	0	13	31	17	7	0
Prkag3|Prkag3	67	0	134	0	78	0	167	0	0	0	0	0	0	0	0	5
Wnt6|Wnt6	112	0	102	0	154	0	310	0	3	2	0	0	6	0	0	0
Gm29539|Gm29539	34	0	11	0	10	0	32	0	0	4	0	0	0	0	0	0
Cyp27a1|Cyp27a1	1822	0	2524	938	2576	0	4711	0	0	0	6	18	7	0	70	181
Gm32275|Gm32275	110	0	52	0	81	888	90	0	31	36	49	105	76	54	39	62
Ccdc108|Ccdc108	149	31	302	788	128	0	300	0	298	378	80	126	59	28	252	217
Gm16582|Gm16582	0	0	0	0	0	0	0	0	11	12	11	28	16	7	0	0
Fev|Fev	17	0	52	67	61	0	65	0	0	0	0	0	0	0	65	38
Cryba2|Cryba2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	25	12
Cdk5r2|Cdk5r2	61	67	48	30	296	0	277	69	465	401	284	885	791	338	129	89
Usp37|Usp37	4117	7399	3993	8494	6071	181	6795	5334	221	272	231	395	578	373	1498	2125
Plcd4|Plcd4	974	709	1644	2835	2559	1572	2176	0	29	30	57	85	93	62	536	290
Zfp142|Zfp142	452	998	409	86	1266	0	1154	0	499	581	689	1088	1226	661	1912	1949
Bcs1l|Bcs1l	852	669	753	1636	1372	3075	1121	1959	73	74	184	238	257	207	1285	1087
Stk36|Stk36	37	0	205	133	292	191	345	0	66	77	245	411	221	165	1149	837
Vil1|Vil1	45	0	65	0	120	0	62	0	8	11	17	20	22	18	15	18
Cnot9|Cnot9	2214	7276	2112	6822	3636	357	3868	6976	94	92	122	242	353	236	1637	1054
Rnf25|Rnf25	1560	1370	1362	6083	2227	3915	1602	985	240	261	294	384	757	439	2069	1839
Nhej1|Nhej1	38	0	117	491	74	460	73	0	8	13	12	16	14	10	139	96
Cnppd1|Cnppd1	967	649	1008	1184	3709	0	3983	0	259	257	355	435	1014	571	4993	3441
Fam134a|Fam134a	5532	2720	3980	3172	13575	14511	14405	5368	326	297	391	845	1066	622	3253	2714
Zfand2b|Zfand2b	1171	683	851	5972	1294	2168	1238	0	103	86	136	200	211	127	6344	4419
Abcb6|Abcb6	1632	2961	1889	3134	3185	12044	3657	2773	151	194	251	371	381	233	3117	2932
Dnajb2|Dnajb2	1105	2	1441	1028	3062	4243	4173	2723	117	149	235	399	890	555	5469	4526
Atg9a|Atg9a	3226	2174	2851	7473	17781	3120	23468	3275	588	547	850	1610	1936	906	7587	5603
Glb1l|Glb1l	169	1	499	298	633	722	887	0	220	235	247	362	471	289	937	1137
Stk16|Stk16	1555	613	972	2513	1681	1301	1883	1788	176	221	217	446	756	480	3387	2619
Tuba4a|Tuba4a	2212	3114	883	4296	4295	4335	3726	4303	615	577	458	1341	715	558	16415	13172
A630095N17Rik|A630095N17Rik	0	0	1	0	3	0	18	0	7	6	5	6	4	3	20	6
Ankzf1|Ankzf1	1713	2198	1612	4188	4207	16	3388	2807	200	153	331	421	645	315	4838	4868
Ptprn|Ptprn	7814	8309	5654	21346	12772	15194	16059	12702	4552	4305	2195	3784	13795	7364	19718	14088
Des|Des	55	0	59	0	261	0	230	0	3	0	4	10	9	6	29	0
Gm15179|Gm15179	6	0	8	0	22	0	28	0	0	0	0	0	0	0	11	0
Dnpep|Dnpep	800	1869	988	2148	1344	0	1941	0	70	49	136	179	226	122	4713	3592
Speg|Speg	922	375	816	857	5050	1370	4018	0	1823	1692	1683	2111	2407	1441	1557	1045
Gm32506|Gm32506	0	0	0	0	31	0	32	0	0	0	0	0	124	55	6	0
Asic4|Asic4	595	322	312	454	1624	0	2015	928	11	12	23	42	1500	805	208	194
Gmppa|Gmppa	1423	142	894	2754	4523	0	3455	0	617	580	937	1125	2064	1166	4356	3346
Obsl1|Obsl1	136	0	98	0	1508	0	1514	0	216	197	442	477	621	367	1275	775
Inha|Inha	258	1558	619	809	2250	214	1947	0	553	482	734	943	1034	647	1593	1215
Resp18|Resp18	38016	62771	24876	126108	22184	71349	24933	131902	60	49	85	177	692	551	26323	26725
Stk11ip|Stk11ip	447	0	452	1308	1750	0	1634	0	254	236	301	389	461	283	3683	3394
Chpf|Chpf	1664	1159	1269	2082	12842	4817	13801	2764	128	121	312	646	562	281	2842	1566
Tmem198|Tmem198	1245	310	541	4	7043	0	5822	0	199	150	233	408	611	348	2377	1457
Slc4a3|Slc4a3	3513	1955	2752	6383	8871	7021	10590	1961	976	934	2824	3984	3683	1735	18008	10787
Gm32974|Gm32974	0	0	0	0	0	0	0	0	51	41	0	6	0	4	4	0
Pax3|Pax3	195	0	131	0	235	595	198	0	0	0	0	0	0	0	0	0
Epha4|Epha4	6569	5302	4522	10949	3715	11519	4834	17692	1547	1743	283	734	762	528	2840	3821
Sgpp2|Sgpp2	8594	10615	6327	8245	17566	9637	15832	10533	123	143	251	584	99	59	1851	1437
Farsb|Farsb	1580	1168	1228	4654	1631	0	2088	0	224	247	366	643	596	443	4598	4102
Mogat1|Mogat1	34	630	97	1624	0	0	52	13	0	0	2	4	0	0	21	12
Gm29536|Gm29536	0	43	0	0	0	0	0	0	0	0	0	0	0	0	6	4
Kcne4|Kcne4	0	0	0	0	111	0	328	0	0	0	0	9	32	20	16	0
Utp14b|Utp14b	137	206	133	0	316	0	487	0	145	193	397	431	222	151	94	80
Acsl3|Acsl3	19073	10709	17364	20482	22315	14222	30678	34497	295	273	717	1332	643	438	3915	2487
Ap1s3|Ap1s3	32	41	17	0	12	0	7	0	7	4	8	5	5	5	9	7
Wdfy1|Wdfy1	4651	4620	3645	6480	2594	14	3046	2631	179	198	280	472	452	324	1921	1682
Mrpl44|Mrpl44	494	367	343	737	601	0	573	0	22	32	37	71	78	59	1185	1043
Scg2|Scg2	55903	140419	42685	254171	50753	247649	54782	277411	391	366	658	2235	2566	1776	73091	79024
Gm39667|Gm39667	82	0	49	0	250	0	61	621	72	89	96	151	132	90	105	30
Cul3|Cul3	1404	207	599	1679	1357	349	1168	2726	338	424	268	581	720	523	1265	1927
Gm39666|Gm39666	249	199	214	0	16	0	80	0	27	33	7	11	130	99	77	129
Serpine2|Serpine2	30953	18073	27601	21417	26366	33272	37769	36886	108	115	33	64	814	582	16164	18073
Dock10|Dock10	2023	299	3365	2699	4668	202	6300	0	117	143	74	160	2386	1637	615	700
Nyap2|Nyap2	1380	1259	1210	750	1996	1596	1614	5633	1043	1296	331	732	1813	1376	2880	3099
Irs1|Irs1	2118	721	1865	3392	2576	1792	2220	0	231	233	453	933	1333	710	867	892
Rhbdd1|Rhbdd1	1236	0	1222	1030	1958	0	2379	0	21	23	28	64	73	35	1333	1444
LOC108167630|LOC108167630	97	0	200	0	197	0	229	0	11	29	39	74	56	44	59	77
Tm4sf20|Tm4sf20	29	0	8	180	54	0	29	0	6	9	16	21	19	15	7	0
Slc19a3|Slc19a3	80	0	43	0	88	0	114	0	0	0	3	0	4	0	136	248
Agfg1|Agfg1	2144	3046	1383	3569	1501	3835	1592	115	675	769	534	986	1357	916	2043	1901
Col4a4|Col4a4	73	1345	171	519	106	1132	178	0	4	6	8	7	32	25	123	135
Mff|Mff	3150	3551	2843	6260	3219	6249	3210	5573	337	385	543	1005	973	680	6814	2766
Col4a3|Col4a3	72	0	109	1593	363	0	192	0	4	6	5	6	12	14	121	181
LOC105243964|LOC105243964	36	123	53	0	220	0	214	435	12	15	18	26	32	11	98	22
Gm39668|Gm39668	503	780	755	437	1041	654	1019	1405	131	159	185	354	379	198	559	432
Sphkap|Sphkap	3484	3991	2729	2924	12402	1406	10451	3954	829	1137	306	747	547	437	8861	9183
Pid1|Pid1	1345	467	1342	2102	1681	645	1769	2632	58	48	23	53	146	82	1662	1112
A630001G21Rik|A630001G21Rik	29	0	42	0	64	0	14	0	0	0	0	0	0	0	0	0
Sp100|Sp100	134	0	122	0	244	0	239	0	0	0	0	1	0	0	136	20
Sp110|Sp110	63	0	51	0	58	0	50	62	0	0	0	0	0	0	0	12
Sp140|Sp140	0	0	29	0	59	0	45	0	0	0	0	0	0	0	17	22
Dner|Dner	16088	16418	12400	26413	23378	47098	26869	41600	136	137	535	1112	1510	1085	5592	4343
Cab39|Cab39	1406	449	1130	3387	1918	1018	1291	5322	237	258	208	400	424	336	1830	1904
Trip12|Trip12	5281	3725	3262	5939	5677	5394	5520	574	1472	1833	1883	3166	3489	2195	4970	5298
Fbxo36|Fbxo36	349	15	210	542	265	232	312	0	8	9	8	10	7	7	138	165
Slc16a14|Slc16a14	911	0	767	1322	1541	0	1052	0	114	160	165	253	205	153	520	304
4933407L21Rik|4933407L21Rik	4	0	62	57	50	0	152	0	16	14	0	0	0	0	58	36
2810459M11Rik|2810459M11Rik	94	0	118	0	297	0	231	0	11	19	6	9	14	7	141	48
B3gnt7|B3gnt7	75	0	208	0	318	0	349	0	4	4	0	2	11	7	191	380
Htr2b|Htr2b	210	0	364	0	315	335	243	178	132	126	112	181	302	200	73	74
Psmd1|Psmd1	5611	4154	3851	6463	5688	7170	6689	12971	345	421	391	724	768	522	11164	10663
Gm32700|Gm32700	6	0	8	0	6	0	22	0	3	4	6	14	15	7	5	7
Armc9|Armc9	1351	2431	1748	4478	2574	3695	2478	7632	337	365	343	506	623	504	3964	3152
LOC108167633|LOC108167633	153	23	106	59	79	0	56	847	58	70	76	99	92	55	39	45
Gm24148|Gm24148	7	0	0	17	5	0	0	0	1	2	0	0	3	1	11	6
Ncl|Ncl	4938	717	3103	2371	7229	2759	4899	2897	306	428	379	756	918	709	7197	7091
Snora75|Snora75	13	0	4	0	28	0	11	0	2	1	3	4	7	2	10	5
C130036L24Rik|C130036L24Rik	177	243	124	1371	156	0	233	0	19	7	18	45	47	29	70	48
Ptma|Ptma	2980	506	1773	1590	3256	955	2965	67	6	12	11	11	25	18	1625	1322
Nppc|Nppc	462	284	237	212	157	0	222	0	9	10	22	43	7	8	626	447
Cops7b|Cops7b	1019	8	969	733	1757	0	1986	981	125	135	151	273	318	183	2259	1571
Pde6d|Pde6d	1038	819	810	2065	1248	0	1247	2441	36	22	36	115	89	65	1734	941
Gm28375|Gm28375	2	0	32	0	10	0	25	0	1	6	4	0	0	0	5	0
Prss56|Prss56	0	0	0	708	0	0	0	0	0	0	0	0	0	0	13	0
Ecel1|Ecel1	421	658	689	1159	2812	1736	4580	0	7	0	2	0	37	30	247	134
Eif4e2|Eif4e2	1811	1702	910	2736	1805	1625	1934	3347	413	440	693	1223	1071	788	2207	2248
Efhd1|Efhd1	582	191	303	0	485	0	639	0	7	6	7	30	20	11	155	114
Itm2c|Itm2c	89014	39465	57595	43458	111758	114286	115716	111367	600	539	209	711	1206	784	54672	46300
Dis3l2|Dis3l2	981	759	831	1766	1722	2403	1814	0	127	132	136	192	265	216	1777	1510
Gm41909|Gm41909	0	0	59	0	86	815	80	0	16	13	17	10	29	20	9	0
3110079O15Rik|3110079O15Rik	0	167	4	0	0	0	0	0	15	14	0	0	31	23	0	0
Neu2|Neu2	0	0	38	0	127	0	31	0	16	8	2	8	8	3	11	15
Ngef|Ngef	306	0	372	202	1088	222	1450	518	872	843	95	298	741	408	466	173
Inpp5d|Inpp5d	160	0	47	0	331	0	445	0	14	23	0	8	0	6	35	22
Gigyf2|Gigyf2	2721	2106	3110	7750	3714	2713	3221	2181	608	776	833	1142	1273	893	2349	2348
Kcnj13|Kcnj13	937	0	289	59	548	0	339	0	97	94	126	116	222	179	34	82
Atg16l1|Atg16l1	2522	2931	2154	6814	4071	411	3423	4673	393	394	562	773	1126	718	3802	1643
Ugt1a7c|Ugt1a7c	19	0	0	0	364	0	256	0	0	0	0	0	0	0	0	0
Ugt1a6a|Ugt1a6a	0	0	56	0	68	0	14	0	0	0	0	0	0	2	0	0
Dnajb3|Dnajb3	0	0	32	0	47	0	25	0	4	1	7	2	4	5	109	20
Glrp1|Glrp1	0	0	31	0	0	0	0	0	0	0	0	0	6	0	13	11
Trpm8|Trpm8	21	0	21	88	20	0	0	0	0	0	0	5	0	0	14	12
Arl4c|Arl4c	1484	181	1259	1125	2033	87	996	4762	58	76	522	1185	1628	1165	740	792
Sag|Sag	71	0	147	0	55	0	0	0	22	42	24	36	96	50	92	72
Dgkd|Dgkd	2723	604	1771	3153	9473	0	8169	563	851	893	1515	1910	3294	2283	1797	1823
Usp40|Usp40	1953	3061	2654	12034	4423	618	3283	4168	613	790	1093	1409	2108	1533	3949	3385
Gm38609|Gm38609	1008	254	375	0	948	0	423	0	14	25	56	80	80	50	6	26
Gm19582|Gm19582	44	0	0	0	18	0	8	0	0	3	6	7	13	7	0	0
Sh3bp4|Sh3bp4	52	0	85	0	340	0	339	0	42	43	6	13	23	10	598	272
Hjurp|Hjurp	2925	1296	3970	9107	7617	1246	6561	576	652	494	428	578	848	1776	6086	5452
Asb18|Asb18	0	0	0	4	0	0	0	0	0	0	3	0	22	16	59	32
Gm41915|Gm41915	49	74	42	489	0	427	88	250	6	15	20	37	71	57	60	27
Ackr3|Ackr3	350	0	179	0	121	306	100	203	24	16	7	27	124	73	43	75
Iqca|Iqca	201	155	602	578	565	0	838	0	0	0	0	0	0	0	3	0
Mlph|Mlph	7	0	0	0	16	0	86	0	0	0	0	0	0	0	0	0
Cops8|Cops8	2607	2870	1881	4655	2983	4231	3232	143	143	169	186	312	355	235	5710	4315
Col6a3|Col6a3	27	694	151	0	115	0	244	0	24	22	0	0	374	70	77	194
Agap1|Agap1	3946	930	4136	4608	4925	2616	4488	176	347	375	455	906	1164	803	2165	1708
Gm41914|Gm41914	0	0	0	0	0	0	10	0	5	6	11	9	19	19	9	0
Gm28499|Gm28499	0	0	8	0	27	0	0	0	32	52	76	64	109	124	17	0
4933400F21Rik|4933400F21Rik	527	796	948	392	573	274	302	986	74	70	81	62	281	216	71	21
Ramp1|Ramp1	2861	334	1999	1670	2332	2852	2924	1050	143	170	18	45	164	103	236	79
Lrrfip1|Lrrfip1	2473	7846	3671	14660	3817	1804	3634	5643	1029	1199	1423	2016	1957	1654	2441	2307
Ube2f|Ube2f	1141	844	884	1784	1864	2614	1473	0	92	100	139	228	242	165	1350	1029
Scly|Scly	602	252	529	0	1404	105	1557	2047	57	52	115	187	170	81	631	663
Hes6|Hes6	534	0	387	59	1187	0	1319	0	12	12	22	58	33	24	1100	303
Gm35591|Gm35591	0	0	0	0	0	0	5	0	117	200	59	87	213	106	25	33
Per2|Per2	536	483	1066	3313	3900	0	1795	0	798	1127	335	432	1514	699	1449	1350
Fam132b|Fam132b	0	0	0	0	0	0	14	0	25	23	33	40	45	28	0	0
Ilkap|Ilkap	1491	3034	1508	4483	2949	2657	2135	3440	224	245	329	474	844	604	1333	859
Traf3ip1|Traf3ip1	618	1739	601	3401	1231	0	1171	1490	210	216	271	391	387	316	514	293
Asb1|Asb1	292	226	486	440	1073	3606	706	3875	90	87	127	215	297	189	2211	1158
Hdac4|Hdac4	1422	1787	1919	3209	2796	2835	1865	4234	915	807	1190	1766	1595	947	2179	2070
LOC108167659|LOC108167659	22	0	12	0	150	0	83	0	73	93	92	115	94	86	45	75
Myeov2|Myeov2	856	1072	582	3442	913	997	690	2924	38	24	64	138	203	114	1400	962
Ndufa10|Ndufa10	3574	3679	2184	3500	4365	5567	3423	1962	196	230	300	714	423	294	6364	5316
Dusp28|Dusp28	408	0	329	539	840	0	825	3017	31	40	39	109	116	60	709	180
5033417F24Rik|5033417F24Rik	10	0	73	0	67	0	31	0	74	77	53	85	120	98	55	33
Rnpepl1|Rnpepl1	566	286	738	1217	961	0	890	124	303	299	433	631	1084	483	1059	971
Gpc1|Gpc1	1385	1630	1234	5807	5349	2313	6918	1352	404	458	725	1272	2169	1122	3122	2749
Gpr35|Gpr35	62	0	4	0	20	0	51	0	4	6	5	7	0	5	137	21
9430060I03Rik|9430060I03Rik	1160	1878	563	2889	954	4039	928	6833	2	3	7	14	8	8	334	225
Capn10|Capn10	320	83	655	1147	2093	1935	1901	621	102	103	151	175	237	136	2574	720
Crocc2|Crocc2	56	0	38	0	69	0	142	0	0	0	11	22	0	0	14	0
Sned1|Sned1	1431	437	1860	1289	3366	0	3670	0	127	172	196	286	749	398	319	531
Pask|Pask	218	64	443	1422	307	34	492	33	88	99	68	103	187	119	569	639
Mterf4|Mterf4	296	0	283	454	603	1270	663	1803	29	31	44	78	63	44	836	853
Gm28535|Gm28535	114	49	65	377	85	631	87	0	5	5	12	10	13	7	38	124
Ano7|Ano7	5	0	27	0	6	0	48	0	6	6	7	4	7	5	394	301
Ppp1r7|Ppp1r7	1528	167	763	501	2281	1488	2090	164	207	250	179	371	418	305	2291	2350
Mir6902|Mir6902	15	35	16	21	29	92	56	0	1	2	1	2	1	2	22	24
Mir6345|Mir6345	0	42	3	0	21	0	25	75	6	4	3	3	11	4	2	0
Kif1a|Kif1a	13024	14876	15056	50570	24378	15225	20197	22780	5111	6958	9283	13710	15389	8977	32829	27598
Bok|Bok	425	183	257	396	522	0	384	0	29	30	14	21	99	59	392	225
Stk25|Stk25	3299	2798	3536	11795	7351	2324	6605	8618	981	1023	914	1369	1884	1215	15936	12404
Farp2|Farp2	177	45	269	0	312	0	555	0	54	70	71	118	78	80	474	502
Gm41920|Gm41920	0	0	7	0	23	0	25	0	26	33	39	51	42	36	0	10
Hdlbp|Hdlbp	1414	2181	1809	2539	3401	1250	3368	409	878	1023	1196	2306	1652	1098	4970	5272
Sept2|Sept2	15573	25058	12665	47373	13513	21706	13250	21785	256	291	312	430	596	465	1968	2064
Atg4b|Atg4b	1132	1035	1596	2570	2757	3000	2686	719	114	99	182	293	316	171	3359	2142
Thap4|Thap4	322	11	389	28	1183	0	1063	1849	54	50	84	166	176	103	1073	629
Ing5|Ing5	996	898	775	1885	1100	0	1010	0	84	103	103	166	189	183	784	576
D2hgdh|D2hgdh	578	927	305	0	562	0	331	0	45	37	52	57	71	61	443	345
Dtymk|Dtymk	1775	1111	1637	4596	2593	416	3005	2094	103	102	142	217	560	429	1607	1616
Neu4|Neu4	387	259	518	0	598	0	1150	0	2	4	0	7	13	6	74	24
Fam174a|Fam174a	2923	3619	1757	2057	3585	807	3524	6884	25	30	36	87	95	79	989	457
